Day,Treatment,Yeast,Mating,Sex,CageID,Rep,TotalWeight1,TotalWeight2,BoatWeight1,BoatWeight2,AvTotal,AvBoat,AvBody
12,6,N,Y,F,3,1,54.323,54.279,52.956,52.907,54.301,52.9315,0.2739
12,6,N,Y,M,3,2,71.543,71.595,70.644,70.632,71.569,70.638,0.1862
12,6,N,Y,F,4,1,62.754,62.745,61.238,61.215,62.7495,61.2265,0.3046
12,6,N,Y,M,4,2,70.383,70.432,69.547,69.593,70.4075,69.57,0.1675
12,7,Y,Y,F,1,1,62.691,62.66,61.076,61.09,62.6755,61.083,0.3185
12,7,Y,Y,M,1,2,78.155,78.163,77.211,77.144,78.159,77.1775,0.1963
12,7,Y,Y,F,2,1,67.581,67.575,66.071,66.06,67.578,66.0655,0.3025
12,7,Y,Y,M,2,2,69.897,69.937,68.82,68.823,69.917,68.8215,0.2191
12,7,Y,Y,F,3,1,50.347,50.345,48.715,45.708,50.346,47.2115,0.6269
12,7,Y,Y,M,3,2,61.7,61.692,60.653,60.66,61.696,60.6565,0.2079
12,7,Y,Y,F,4,1,68.979,68.982,67.483,67.477,68.9805,67.48,0.3001
12,7,Y,Y,M,4,2,83.715,83.734,82.611,82.581,83.7245,82.596,0.2257
12,8,Y,Y,F,1,1,88.089,88.096,86.144,86.168,88.0925,86.156,0.3873
12,8,Y,Y,M,1,2,65.299,65.295,64.216,64.171,65.297,64.1935,0.2207
12,8,Y,Y,F,2,1,40.787,40.776,39.018,39.029,40.7815,39.0235,0.3516
12,8,Y,Y,M,2,2,61.861,61.915,60.775,60.773,61.888,60.774,0.2228
12,8,Y,Y,F,3,1,54.517,54.527,52.754,52.746,54.522,52.75,0.3544
12,8,Y,Y,M,3,2,78.052,78.004,76.972,77.008,78.028,76.99,0.2076
12,8,Y,Y,F,4,1,66.894,66.869,65.161,65.175,66.8815,65.168,0.3427
12,8,Y,Y,M,4,2,74.582,74.572,73.542,73.566,74.577,73.554,0.2046
14,1,N,N,F,1,1,61.622,61.615,59.815,59.805,61.6185,59.81,0.3617
14,1,N,N,F,1,2,75.53,75.492,73.471,73.456,75.511,73.4635,0.4095
14,1,N,N,F,2,1,61.378,61.352,59.589,59.593,61.365,59.591,0.3548
14,1,N,N,F,2,2,68.246,68.242,66.686,66.668,68.244,66.677,0.3134
14,1,N,N,F,3,1,69.813,69.84,68.238,68.247,69.8265,68.2425,0.3168
14,1,N,N,F,3,2,66.234,66.66.214,64.578,64.574,66.234,64.576,0.3316
14,1,N,N,F,4,1,63.135,63.134,61.242,61.291,63.1345,61.2665,0.3736
14,1,N,N,F,4,2,57.892,57.822,56.214,56.207,57.857,56.2105,0.3293
14,2,N,N,M,1,1,76.666,76.664,75.602,75.604,76.665,75.603,0.2124
14,2,N,N,M,1,2,72.566,72.561,71.483,71.475,72.5635,71.479,0.2169
14,2,N,N,M,2,1,73.439,73.388,72.334,72.364,73.4135,72.349,0.2129
14,2,N,N,M,2,2,74.532,74.489,73.325,73.358,74.5105,73.3415,0.2338
14,2,N,N,M,3,1,68.47,68.497,67.933,67.63,68.4835,67.7815,0.1755
14,2,N,N,M,3,2,65.676,65.67,64.666,64.647,65.673,64.6565,0.2033
14,2,N,N,M,4,1,67.255,67.246,65.995,65.992,67.2505,65.9935,0.2514
14,2,N,N,M,4,2,65.826,65.848,64.692,64.687,65.837,64.6895,0.2295
14,3,Y,N,F,1,1,90.151,90.098,87.944,87.887,90.1245,87.9155,0.4418
14,3,Y,N,F,1,2,63.081,63.103,61.408,61.401,63.092,61.4045,0.3375
14,3,Y,N,F,2,1,72.996,72.966,70.915,70.882,72.981,70.8985,0.4165
14,3,Y,N,F,2,2,60.278,60.321,59.139,59.131,60.2995,59.135,0.2329
14,3,Y,N,F,3,1,77.668,77.663,75.883,75.867,77.6655,75.875,0.3581
14,3,Y,N,F,3,2,54.105,54.089,52.202,52.177,54.097,52.1895,0.3815
14,3,Y,N,F,4,1,75.105,75.354,73.359,73.358,75.2295,73.3585,0.3742
14,3,Y,N,F,4,2,67.907,67.909,66.109,66.108,67.908,66.1085,0.3599
14,4,Y,N,M,1,1,67.664,67.67,66.459,66.531,67.667,66.495,0.2344
14,4,Y,N,M,1,2,66.577,66.592,64.452,64.478,66.5845,64.465,0.4239
14,4,Y,N,M,2,1,80.119,80.138,78.818,78.817,80.1285,78.8175,0.2622
14,4,Y,N,M,2,2,74.527,74.467,73.248,73.338,74.497,73.293,0.2408
14,4,Y,N,M,3,1,69.565,69.56,68.218,68.219,69.5625,68.2185,0.2688
14,4,Y,N,M,3,2,72.616,72.562,71.586,71.575,72.589,71.5805,0.252125
14,4,Y,N,M,4,1,72.864,72.861,71.644,71.643,72.8625,71.6435,0.2438
14,4,Y,N,M,4,2,75.008,74.963,73.751,73.731,74.9855,73.741,0.2489
14,5,N,Y,F,1,1,77.265,77.287,75.768,75.675,77.276,75.7215,0.3109
14,5,N,Y,M,1,2,64.365,64.364,63.482,63.5,64.3645,63.491,0.1747
14,5,N,Y,F,2,1,56.656,56.663,55.174,55.162,56.6595,55.168,0.2983
14,5,N,Y,M,2,2,55.376,55.423,54.531,54.527,55.3995,54.529,0.1741
14,5,N,Y,F,3,1,63.382,63.403,61.989,61.973,63.3925,61.981,0.2823
14,5,N,Y,M,3,2,45.786,45.821,44.882,44.9,45.8035,44.891,0.1825
14,5,N,Y,F,4,1,79.597,79.557,78.188,78.237,79.577,78.2125,0.2729
14,5,N,Y,M,4,2,66.823,66.857,65.93,65.937,66.84,65.9335,0.1813
14,6,N,Y,F,1,1,69.081,69.078,67.731,67.722,69.0795,67.7265,0.2706
14,6,N,Y,M,1,2,50.373,50.378,49.473,49.49,50.3755,49.4815,0.1788
14,6,N,Y,F,2,1,58.005,57.995,56.376,56.374,58,56.375,0.325
14,6,N,Y,M,2,2,56.06,56.044,55.212,55.187,56.052,55.1995,0.1705
14,6,N,Y,F,3,1,54.631,54.616,52.93,52.867,54.6235,52.8985,0.345
14,6,N,Y,M,3,2,71.588,71.615,70.677,70.656,71.6015,70.6665,0.187
14,6,N,Y,F,4,1,62.795,62.796,61.231,61.248,62.7955,61.2395,0.3112
14,6,N,Y,M,4,2,70.472,70.529,69.535,69.589,70.5005,69.562,0.1877
14,7,Y,Y,F,1,1,62.863,62.875,61.042,61.105,62.869,61.0735,0.3591
14,7,Y,Y,M,1,2,78.051,78.099,77.201,77.17,78.075,77.1855,0.1779
14,7,Y,Y,F,2,1,67.623,67.646,66.034,65.996,67.6345,66.015,0.3239
14,7,Y,Y,M,2,2,69.907,69.907,68.801,68.865,69.907,68.833,0.2148
14,7,Y,Y,F,3,1,50.32,50.312,48.744,48.678,50.316,48.711,0.321
14,7,Y,Y,M,3,2,61.525,61.506,60.614,60.651,61.5155,60.6325,0.22075
14,7,Y,Y,F,4,1,69.296,69.286,67.489,67.406,69.291,67.4475,0.3687
14,7,Y,Y,M,4,2,83.577,83.631,82.622,82.633,83.604,82.6275,0.1953
14,8,Y,Y,F,1,1,88.026,88.057,86.09,86.157,88.0415,86.1235,0.3836
14,8,Y,Y,M,1,2,65.38,65.394,64.211,64.181,65.387,64.196,0.2382
14,8,Y,Y,F,2,1,40.747,40.771,39.027,39.024,40.759,39.0255,0.3467
14,8,Y,Y,M,2,2,61.884,61.899,60.789,60.746,61.8915,60.7675,0.2248
14,8,Y,Y,F,3,1,54.946,54.912,52.732,52.703,54.929,52.7175,0.4423
14,8,Y,Y,M,3,2,78.104,78.134,77.013,76.98,78.119,76.9965,0.2245
14,8,Y,Y,F,4,1,66.963,66.966,65.154,65.139,66.9645,65.1465,0.3636
14,8,Y,Y,M,4,2,74.578,74.583,73.416,73.545,74.5805,73.4805,0.22
18,1,N,N,F,1,1,61.56,61.494,59.818,59.805,61.527,59.8115,0.3431
18,1,N,N,F,1,2,75.079,75.069,73.453,73.44,75.074,73.4465,0.3255
18,1,N,N,F,2,1,61.415,61.378,59.565,59.542,61.3965,59.5535,0.3686
18,1,N,N,F,2,2,68.264,68.314,66.676,66.626,68.289,66.651,0.3276
18,1,N,N,F,3,1,69.786,69.808,68.337,68.246,69.797,68.2915,0.3011
18,1,N,N,F,3,2,66.191,66.149,64.575,64.618,66.17,64.5965,0.3147
18,1,N,N,F,4,1,62.922,62.934,61.246,61.321,62.928,61.2835,0.3289
18,1,N,N,F,4,2,57.911,57.891,56.175,56.21,57.901,56.1925,0.3417
18,2,N,N,M,1,1,76.738,76.748,75.664,75.634,76.743,75.649,0.2188
18,2,N,N,M,1,2,72.581,72.528,71.438,71.415,72.5545,71.4265,0.2256
18,2,N,N,M,2,1,73.433,73.489,72.333,72.332,73.461,72.3325,0.2257
18,2,N,N,M,2,2,74.36,74.416,73.325,73.288,74.388,73.3065,0.2163
18,2,N,N,M,3,1,68.764,68.879,67.703,67.679,68.8215,67.691,0.2261
18,2,N,N,M,3,2,65.721,65.708,64.658,64.66,65.7145,64.659,0.2111
18,2,N,N,M,4,1,67.033,66.982,65.951,65.967,67.0075,65.959,0.2097
18,2,N,N,M,4,2,65.719,65.731,64.689,64.731,65.725,64.71,0.203
18,3,Y,N,F,1,1,89.809,89.796,87.914,87.915,89.8025,87.9145,0.3776
18,3,Y,N,F,1,2,63.338,63.35,61.362,61.401,63.344,61.3815,0.3925
18,3,Y,N,F,2,1,72.756,72.791,70.903,70.951,72.7735,70.927,0.3693
18,3,Y,N,F,2,2,61.24,61.199,59.108,59.126,61.2195,59.117,0.4205
18,3,Y,N,F,3,1,77.869,77.838,75.874,75.88,77.8535,75.877,0.3953
18,3,Y,N,F,3,2,54.418,54.419,52.228,52.244,54.4185,52.236,0.4365
18,3,Y,N,F,4,1,75.291,75.288,73.356,73.373,75.2895,73.3645,0.385
18,3,Y,N,F,4,2,68.123,68.116,66.106,66.022,68.1195,66.064,0.4111
18,4,Y,N,M,1,1,67.689,67.66,66.459,66.463,67.6745,66.461,0.2427
18,4,Y,N,M,1,2,65.633,65.627,64.506,64.468,65.63,64.487,0.2286
18,4,Y,N,M,2,1,80.023,80.02,78.811,78.78,80.0215,78.7955,0.2452
18,4,Y,N,M,2,2,74.62,74.705,73.281,73.311,74.6625,73.296,0.2733
18,4,Y,N,M,3,1,69.361,69.396,68.22,68.233,69.3785,68.2265,0.2304
18,4,Y,N,M,3,2,72.719,72.718,71.61,71.586,72.7185,71.598,0.2241
18,4,Y,N,M,4,1,72.908,72.881,71.648,71.622,72.8945,71.635,0.2519
18,4,Y,N,M,4,2,74.676,74.738,73.762,73.759,74.707,73.7605,0.1893
18,5,N,Y,F,1,1,77.223,77.179,75.788,75.775,77.201,75.7815,0.2839
18,5,N,Y,M,1,2,64.366,64.306,63.5,63.459,64.336,63.4795,0.1713
18,5,N,Y,F,2,1,56.591,56.539,55.138,55.152,56.565,55.145,0.284
18,5,N,Y,M,2,2,55.376,55.385,54.564,54.541,55.3805,54.5525,0.1656
18,5,N,Y,F,3,1,63.497,63.504,61.944,61.976,63.5005,61.96,0.3081
18,5,N,Y,M,3,2,45.863,45.753,44.894,44.922,45.808,44.908,0.18
18,5,N,Y,F,4,1,80,79.926,78.232,78.223,79.963,78.2275,0.3471
18,5,N,Y,M,4,2,66.777,66.757,65.928,65.98,66.767,65.954,0.1626
18,6,N,Y,F,1,1,69.425,69.457,67.745,67.756,69.441,67.7505,0.3381
18,6,N,Y,M,1,2,50.372,50.386,49.449,49.474,50.379,49.4615,0.1835
18,6,N,Y,F,2,1,58.199,58.242,56.416,56.382,58.2205,56.399,0.3643
18,6,N,Y,M,2,2,56.089,56.092,55.203,55.221,56.0905,55.212,0.1757
18,6,N,Y,F,3,1,54.291,54.31,52.889,52.88,54.3005,52.8845,0.354
18,6,N,Y,M,3,2,71.602,71.559,70.624,70.621,71.5805,70.6225,0.1916
18,6,N,Y,F,4,1,62.898,62.861,61.234,61.218,62.8795,61.226,0.3307
18,6,N,Y,M,4,2,70.403,70.394,69.611,69.538,70.3985,69.5745,0.1648
18,7,Y,Y,F,1,1,63.058,63.017,61.102,61.128,63.0375,61.115,0.3845
18,7,Y,Y,M,1,2,78.327,78.335,77.186,77.18,78.331,77.183,0.2296
18,7,Y,Y,F,2,1,68.013,68.087,66.009,66.061,68.05,66.035,0.403
18,7,Y,Y,M,2,2,69.83,69.829,68.847,68.841,69.8295,68.844,0.1971
18,7,Y,Y,F,3,1,50.709,50.679,48.713,48.709,50.694,48.711,0.3966
18,7,Y,Y,M,3,2,61.665,61.664,60.577,60.661,61.6645,60.619,0.2091
18,7,Y,Y,F,4,1,69.36,69.34,67.488,67.512,69.35,67.5,0.37
18,7,Y,Y,M,4,2,83.701,83.698,82.636,82.587,83.6995,82.6115,0.2176
18,8,Y,Y,F,1,1,88.08,88.118,86.118,86.118,88.099,86.118,0.3962
18,8,Y,Y,M,1,2,65.413,65.411,64.198,64.268,65.412,64.233,0.2358
18,8,Y,Y,F,2,1,40.86,40.869,38.982,39.03,40.8645,39.006,0.3717
18,8,Y,Y,M,2,2,61.883,61.885,60.778,60.815,61.884,60.7965,0.2175
18,8,Y,Y,F,3,1,54.799,54.797,52.696,52.687,54.798,52.6915,0.4213
18,8,Y,Y,M,3,2,78.139,78.102,77.008,76.99,78.1205,76.999,0.2243
18,8,Y,Y,F,4,1,67.073,67.123,65.164,65.117,67.098,65.1405,0.3915
18,8,Y,Y,M,4,2,74.622,74.628,73.544,73.595,74.625,73.5695,0.2111
16,1,N,N,F,1,1,44.375,44.386,42.768,42.775,44.3805,42.7715,0.3218
16,1,N,N,F,1,2,49.486,49.534,47.898,47.897,49.51,47.8975,0.3225
16,1,N,N,F,2,1,48.125,48.114,46.506,46.515,48.1195,46.5105,0.3218
16,1,N,N,F,2,2,55.473,55.485,54.139,54.098,55.479,54.1185,0.340125
16,1,N,N,F,3,1,50.063,50.106,48.621,48.63,50.0845,48.6255,0.2918
16,1,N,N,F,3,2,43.602,43.642,41.991,41.999,43.622,41.995,0.3254
16,1,N,N,F,4,1,36.786,36.775,35.102,35.085,36.7805,35.0935,0.3374
16,1,N,N,F,4,2,32.42,32.46,30.832,30.87,32.44,30.851,0.3178
16,2,N,N,M,1,1,36.314,36.3,35.457,35.494,36.307,35.4755,0.207875
16,2,N,N,M,1,2,44.725,44.727,43.63,43.689,44.726,43.6595,0.2133
16,2,N,N,M,2,1,53.054,53.11,51.97,51.984,53.082,51.977,0.221
16,2,N,N,M,2,2,48.123,48.132,46.995,46.996,48.1275,46.9955,0.2264
16,2,N,N,M,3,1,43.075,43.038,41.987,41.945,43.0565,41.966,0.2181
16,2,N,N,M,3,2,46.786,46.786,45.669,45.69,46.786,45.6795,0.2213
16,2,N,N,M,4,1,47.931,47.966,46.8,46.791,47.9485,46.7955,0.2306
16,2,N,N,M,4,2,43.473,43.47,42.378,42.392,43.4715,42.385,0.2173
16,3,Y,N,F,1,1,56.264,56.347,54.526,54.536,56.3055,54.531,0.3549
16,3,Y,N,F,1,2,63.306,63.3,61.346,61.349,63.303,61.3475,0.3911
16,3,Y,N,F,2,1,73.086,73.099,71.096,71.087,73.0925,71.0915,0.4002
16,3,Y,N,F,2,2,56.535,56.504,54.846,54.821,56.5195,54.8335,0.3372
16,3,Y,N,F,3,1,34.63,34.579,32.914,32.794,34.6045,32.854,0.3501
16,3,Y,N,F,3,2,43.004,43.022,41.064,41.057,43.013,41.0605,0.3905
16,3,Y,N,F,4,1,37.61,37.627,35.673,35.697,37.6185,35.685,0.3867
16,3,Y,N,F,4,2,50.079,50.068,48.15,48.138,50.0735,48.144,0.3859
16,4,Y,N,M,1,1,49.24,49.23,48.165,48.164,49.235,48.1645,0.2141
16,4,Y,N,M,1,2,60.838,60.886,59.675,59.678,60.862,59.6765,0.2371
16,4,Y,N,M,2,1,49.204,49.23,48.165,48.164,49.217,48.1645,0.263125
16,4,Y,N,M,2,2,54.245,54.213,52.915,52.917,54.229,52.916,0.2626
16,4,Y,N,M,3,1,47.889,47.903,46.74,46.744,47.896,46.742,0.2308
16,4,Y,N,M,3,2,42.267,42.28,41.087,41.089,42.2735,41.088,0.2371
16,4,Y,N,M,4,1,51.875,51.843,50.642,50.668,51.859,50.655,0.2408
16,4,Y,N,M,4,2,47.35,47.351,46.102,46.157,47.3505,46.1295,0.2442
16,5,N,Y,F,1,1,48.378,48.373,46.767,46.785,48.3755,46.776,0.3199
16,5,N,Y,M,1,2,52.828,52.844,51.934,51.979,52.836,51.9565,0.1759
16,5,N,Y,F,2,1,53.443,53.411,51.916,51.932,53.427,51.924,0.3006
16,5,N,Y,M,2,2,53.208,53.221,52.393,52.394,53.2145,52.3935,0.1642
16,5,N,Y,F,3,1,44.323,44.332,42.822,42.827,44.3275,42.8245,0.3006
16,5,N,Y,M,3,2,41.947,41.957,41.068,41.033,41.952,41.0505,0.1803
16,5,N,Y,F,4,1,49.835,49.87,48.331,48.375,49.8525,48.353,0.2999
16,5,N,Y,M,4,2,38.626,38.638,37.692,37.701,38.632,37.6965,0.1871
16,6,N,Y,F,1,1,51.795,51.803,50.253,50.197,51.799,50.225,0.3148
16,6,N,Y,M,1,2,51.583,51.559,50.713,50.715,51.571,50.714,0.1714
16,6,N,Y,F,2,1,58.843,58.778,57.392,57.377,58.8105,57.3845,0.2852
16,6,N,Y,M,2,2,40.76,40.748,39.962,39.943,40.754,39.9525,0.1603
16,6,N,Y,F,3,1,40.185,40.207,38.702,38.727,40.196,38.7145,0.2963
16,6,N,Y,M,3,2,44.784,44.799,43.925,43.916,44.7915,43.9205,0.1742
16,6,N,Y,F,4,1,42.786,42.794,41.129,41.088,42.79,41.1085,0.3363
16,6,N,Y,M,4,2,52.824,52.852,51.957,51.952,52.838,51.9545,0.1767
16,7,Y,Y,F,1,1,58.458,58.431,56.402,56.42,58.4445,56.411,0.4067
16,7,Y,Y,M,1,2,46.728,46.725,45.376,45.406,46.7265,45.391,0.2671
16,7,Y,Y,F,2,1,42.741,42.752,40.933,40.92,42.7465,40.9265,0.364
16,7,Y,Y,M,2,2,38.966,38.97,37.853,37.848,38.968,37.8505,0.2235
16,7,Y,Y,F,3,1,43.144,43.14,41.048,41.046,43.142,41.047,0.419
16,7,Y,Y,M,3,2,42.153,42.157,40.987,40.984,42.155,40.9855,0.2339
16,7,Y,Y,F,4,1,46.807,46.811,45.035,45.021,46.809,45.028,0.3562
16,7,Y,Y,M,4,2,40.617,40.633,39.492,39.497,40.625,39.4945,0.2261
16,8,Y,Y,F,1,1,41.77,41.766,39.76,39.782,41.768,39.771,0.3994
16,8,Y,Y,M,1,2,41.56,41.556,40.422,40.419,41.558,40.4205,0.2275
16,8,Y,Y,F,2,1,58.363,58.367,56.517,56.531,58.365,56.524,0.3682
16,8,Y,Y,M,2,2,46.269,46.26,45.168,45.167,46.2645,45.1675,0.2194
16,8,Y,Y,F,3,1,66.989,66.986,65.014,65.004,66.9875,65.009,0.3957
16,8,Y,Y,M,3,2,33.405,33.419,32.321,32.309,33.412,32.315,0.2194
16,8,Y,Y,F,4,1,48.889,48.897,47.461,47.4554,48.893,47.4582,0.28696
16,8,Y,Y,M,4,2,46.321,46.326,45.32,45.317,46.3235,45.3185,0.201
